,0
22,"[[list([0.0])
  list([0.0, 151.4046992839446, 177.0671272787147, 320.7295814362473])
  list([0.0, 21.765290156363623, 208.56362747891455, 221.50362148565645, 371.1046317799769, 378.407917155524, 550.6272828093709, 552.4020597249457, 565.4985754225936, 725.5446911517234, 1043.7775975179566, 1122.5520284901795])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
23,"[[list([0.0])
  list([0.0, 190.75454652223917, 224.8690468868807, 228.9709026449943])
  list([0.0, 27.23652809500535]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
24,"[[list([0.0])
  list([0.0, 32.99583559489628, 52.59109485737139, 197.71642745051537, 239.68222174836293])
  list([0.0, 191.2333081715493, 333.35049159441326, 394.91904608660707, 408.9340502384101, 434.5119524991359])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
25,"[[list([0.0])
  list([0.0, 155.1592911388547, 171.36862815014223, 336.21188835160194])
  list([0.0, 29.870321969951412]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
26,"[[list([0.0]) list([0.0, 193.9916407924462])
  list([0.0, 27.534316862284317]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
27,"[[list([0.0]) list([0.0, 19.591497909572016])
  list([0.0, 300.57001630959707, 323.9735738940272, 376.9491225309119, 480.23627170559615, 482.19974625360896, 567.5801282358514, 712.2132374798832, 776.8238366933107, 876.173076773793, 884.3050916606711, 961.8713711107168])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
28,"[[list([0.0]) list([0.0, 14.441487506179593])
  list([0.0, 140.8397765979687]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
29,"[[list([0.0]) list([0.0, 34.165982526109296])
  list([0.0, 307.2034938023873, 327.2641348918624, 349.055109463676, 419.32552152218653])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
30,"[[list([0.0])
  list([0.0, 564.5546057067888, 594.517179233521, 666.5738045040662, 889.1563908139375, 1310.910101772891])
  list([0.0, 20.902276740061893]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
31,"[[list([0.0])
  list([0.0, 147.8065589485985, 572.7204777125322, 594.5028196840645, 597.4918381907213, 621.2817861876309, 660.9107482939194, 780.0810949227078, 975.9304458764616, 1233.9578223870353])
  list([0.0, 61.27110513745789, 61.635726414175174, 287.9697554022061, 304.9933326665142])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
32,"[[list([0.0]) list([0.0, 284.88322453282524])
  list([0.0, 40.46795128360981]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
33,"[[list([0.0]) list([0.0, 204.38300110073425, 281.1903241707091])
  list([0.0, 11.882078420878948, 79.06770809922708]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
34,"[[list([0.0]) list([0.0, 193.03594858322577, 220.90960677575387])
  list([0.0, 6.8139880742831025, 13.247747831964816]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
35,"[[list([0.0]) list([0.0, 188.70537824771807])
  list([0.0, 20.815043714510047]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
36,"[[list([0.0]) list([0.0, 130.8025629007707, 144.96231758132484])
  list([0.0, 209.26069791441805]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
37,"[[list([0.0]) list([0.0, 63.99517695423747]) list([0.0, 21.50130284613014])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
38,"[[list([0.0])
  list([0.0, 91.80435143948264, 96.54232401358209, 115.57728245053043])
  list([0.0, 19.717351954966507]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
39,"[[list([0.0]) list([0.0, 52.970395707742234])
  list([0.0, 18.299414840158875]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
40,"[[list([0.0]) list([0.0, 32.09771208052248])
  list([0.0, 196.53593419922922, 311.4594951293993, 319.709689543461, 406.6366467234177])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
41,"[[list([0.0])
  list([0.0, 149.4422367719765, 189.22706125085148, 199.1513282005801, 216.68208912585575])
  list([0.0, 21.576910884232163]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
42,"[[list([0.0]) list([0.0, 177.22078312029183])
  list([0.0, 19.786686837068796]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
43,"[[list([0.0])
  list([0.0, 49.17918868887038, 142.94591826115084, 436.18640298045943])
  list([0.0, 204.3839880434945, 226.63877069076295]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
44,"[[list([0.0]) list([0.0, 68.32054346078034, 82.47868141730872])
  list([0.0, 72.69090959078787, 124.58015149656057, 189.9822471138474])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
45,"[[list([0.0]) list([0.0, 45.73995721052749, 49.97842537406173])
  list([0.0, 176.3200231015897]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
46,"[[list([0.0]) list([0.0, 141.3620691222068, 167.09824626464328])
  list([0.0, 21.222504056178767]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
47,"[[list([0.0]) list([0.0, 81.44705167948987])
  list([0.0, 19.696326695286672, 19.697634045036036]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
48,"[[list([0.0]) list([0.0, 157.78223307205516, 313.15514765680024])
  list([0.0, 70.51725759255044, 116.94039060655838]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
49,"[[list([0.0]) list([0.0, 51.97446144525949])
  list([0.0, 19.705362320317175]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
50,"[[list([0.0]) list([0.0, 188.94311867870263])
  list([0.0, 16.188373211355312]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
51,"[[list([0.0]) list([0.0, 43.57175974748333])
  list([0.0, 12.369404165670236]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
52,"[[list([0.0]) list([0.0, 185.45021935083753])
  list([0.0, 19.019804518606225, 400.62195742850093, 420.4149012248593, 454.6880296241987, 498.2491998676559, 578.1469366066973, 783.3070576443725, 1203.9962339223998])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
53,"[[list([0.0])
  list([0.0, 18.265559586425752, 26.99193540043686, 34.65038090634147])
  list([0.0, 484.53915039754065, 545.4935186487728, 636.0240544392673, 709.875465166147, 868.5828288703963, 1332.360061931634])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
54,"[[list([0.0]) list([0.0, 57.09169346943007])
  list([0.0, 138.5565282221353, 162.13348411737383, 225.5058830888276])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
55,"[[list([0.0]) list([0.0, 35.06101736495162])
  list([0.0, 130.888732736158, 483.5910350002157, 655.4719350687177])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
56,"[[list([0.0]) list([0.0, 30.001877275378057])
  list([0.0, 19.098067443399383]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
57,"[[list([0.0]) list([0.0, 25.06445966262282])
  list([0.0, 138.61541285039118, 187.6265721614683, 195.89974551589648])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
58,"[[list([0.0]) list([0.0, 16.322394357351133])
  list([0.0, 137.88640617123812, 189.4810016021278, 491.17908935158357, 591.9181193205817, 643.6839632318222, 662.179840720709, 725.0457641353738, 780.914955347876, 806.6682738528334])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
59,"[[list([0.0])
  list([0.0, 33.42660515429305, 36.89885514820406, 221.20516263063075])
  list([0.0, 179.41255743164413]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
60,"[[list([0.0]) list([0.0, 20.51984251104357])
  list([0.0, 169.74684549445962]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
61,"[[list([0.0]) list([0.0, 14.750955857028966])
  list([0.0, 20.72972907281338]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
62,"[[list([0.0]) list([0.0, 75.13470619659364, 199.4386847284116])
  list([0.0, 19.2098304035236]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
63,"[[list([0.0]) list([0.0, 17.397349189554962])
  list([0.0, 15.194712357065368]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
64,"[[list([0.0])
  list([0.0, 131.36257777029147, 186.59105753126866, 287.9419864293663, 300.09686781287763, 367.5244272687257, 376.56595810095513, 377.5637976493511, 378.31916975489423])
  list([0.0, 71.09248569929504, 134.38755441249398, 169.77982887356077, 321.01625052977346, 915.6524099111232])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
65,"[[list([0.0])
  list([0.0, 72.26238728211331, 83.76545687690441, 129.722895411416, 187.4682431380227])
  list([0.0, 18.473815734063063]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
66,"[[list([0.0]) list([0.0, 27.605042996012898])
  list([0.0, 17.478553285200682]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
67,"[[list([0.0]) list([0.0, 40.731558619525906, 263.35305148919815])
  list([0.0, 43.9096806740145]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
68,"[[list([0.0]) list([0.0, 25.004189454598762])
  list([0.0, 15.473668733471616]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
69,"[[list([0.0]) list([0.0, 15.444132694245017])
  list([0.0, 73.88689196212106]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
70,"[[list([0.0]) list([0.0, 45.352729169488626, 58.32674780475075])
  list([0.0, 16.372546311117965]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
71,"[[list([0.0]) list([0.0, 35.661100061787515])
  list([0.0, 158.72663219522073]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
72,"[[list([0.0]) list([0.0, 21.891548772623846])
  list([0.0, 7.570574625280793]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
73,"[[list([0.0]) list([0.0, 16.295805358625696])
  list([0.0, 12.611858595724357]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
74,"[[list([0.0]) list([0.0, 12.174085745304957])
  list([0.0, 7.521415049791956, 11.69884452126349]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
75,"[[list([0.0]) list([0.0, 51.218001180140284, 76.98330144023907])
  list([0.0, 7.074028171094084, 10.968035090212272]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
76,"[[list([0.0]) list([0.0, 44.729878824980936])
  list([0.0, 10.36704686609105, 10.494781798031468]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
77,"[[list([0.0]) list([0.0, 10.128109215016526, 25.00629964316951])
  list([0.0, 138.7601512222489, 202.47898841405475, 247.70359114691806, 307.4440245428005, 419.0034936795528])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
78,"[[list([0.0]) list([0.0, 15.314073815735913, 18.68142318400938])
  list([0.0, 11.3197830766292]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
79,"[[list([0.0])
  list([0.0, 12.803091264442703, 14.550857253876652, 16.015162351575096])
  list([0.0, 121.50874646075691, 187.27606175818062, 425.038302675367])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
80,"[[list([0.0]) list([0.0, 7.577156767383173, 11.964426145397809])
  list([0.0, 11.246277991716022]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
81,"[[list([0.0]) list([0.0, 5.585352140688801])
  list([0.0, 704.0720313320168, 705.5432172442211, 712.1235297233801, 780.97726664309, 854.4241088936375, 894.4332696583032])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
82,"[[list([0.0]) list([0.0, 17.875749725173126])
  list([0.0, 11.282877060795643]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
83,"[[list([0.0])
  list([0.0, 10.92941010438992, 17.233631253005843, 107.46386498630118])
  list([0.0, 186.20673739078532, 357.1143357460044, 439.19228446601215, 472.9513647369561, 473.3959089492068])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
84,"[[list([0.0]) list([0.0, 10.878052374527423])
  list([0.0, 115.9489640518871, 455.6932322025567, 497.5595523227902])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
85,"[[list([0.0]) list([0.0, 6.94975933668701, 8.126652192695527])
  list([0.0, 166.29419388319138, 568.1561556636192, 635.5096543205734, 680.7980119786891, 1347.3465121645822])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
86,"[[list([0.0]) list([0.0, 6.794160126781675, 6.877233740609984])
  list([0.0, 12.472793651550969]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
87,"[[list([0.0]) list([0.0, 5.670678195624618, 5.74960342279786])
  list([0.0, 53.68620851717917, 119.14172195426889, 166.58673670804833, 176.48049420542654])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
88,"[[list([0.0])
  list([0.0, 210.51388045275965, 215.24089707549717, 240.24370925151885, 478.25476615602594, 570.1154086544376, 719.4039113477345, 729.5141970100814, 1099.8267142299974])
  list([0.0, 31.36250746037709]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
89,"[[list([0.0]) list([0.0, 13.07278934174814, 37.56897601688816])
  list([0.0, 127.23226341516511, 134.47299359775292, 248.89946413382572])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
90,"[[list([0.0]) list([0.0, 8.535323589144893])
  list([0.0, 125.86387319353626, 126.57175555585106]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
91,"[[list([0.0]) list([0.0, 6.29164597534996]) list([0.0, 44.101019793246806])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
92,"[[list([0.0]) list([0.0, 4.640368784310603]) list([0.0, 188.6295454534709])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
93,"[[list([0.0])
  list([0.0, 118.79280026645976, 451.77803235376444, 466.17981479113007, 575.8241037989098, 590.2160412721224, 610.5458169705222, 615.5727208636418, 673.002728935424, 716.9984897332214, 768.3137616938035, 1119.114065137128, 1301.751150814022])
  list([0.0, 32.27485393847738, 90.77299145892084]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
94,"[[list([0.0]) list([0.0, 12.785210394348665, 40.44389570860144])
  list([0.0, 79.13099311312186, 109.72871281263154, 123.84460592601454])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
95,"[[list([0.0])
  list([0.0, 58.26753988646804, 117.19990102411737, 167.83196293246405, 197.97655206470196])
  list([0.0, 17.43010243474245, 80.32187572825808, 90.81513497246802])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
96,"[[list([0.0]) list([0.0, 9.459155277796711])
  list([0.0, 1.1042718736116366]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
97,"[[list([0.0]) list([0.0, 12.016151618422985])
  list([0.0, 1.066346108061151]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
98,"[[list([0.0]) list([0.0, 8.857469922451994])
  list([0.0, 188.4280250813468, 231.3352552165111]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
99,"[[list([0.0]) list([0.0, 6.532778083374292])
  list([0.0, 129.21290069043192, 216.07710955890695, 221.01385857714232])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
100,"[[list([0.0]) list([0.0, 11.449715020506702]) list([0.0, 188.978065766591])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
101,"[[list([0.0])
  list([0.0, 42.446204685603014, 61.661718579407214, 73.91487950407007])
  list([0.0, 131.83693262476265, 145.51184561413774]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
102,"[[list([0.0]) list([0.0, 7.369718046383293])
  list([0.0, 137.96742930398878]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
103,"[[list([0.0]) list([0.0, 13.68382962115086])
  list([0.0, 123.24395105446547, 154.88807527090563]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
104,"[[list([0.0])
  list([0.0, 44.78640314723154, 45.787372711102336, 73.44423837208095])
  list([0.0, 87.82246043760236]) list([0.0]) list([0.0]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
105,"[[list([0.0]) list([0.0, 7.421766512454089])
  list([0.0, 181.8644183962172, 211.70392128583853]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
106,"[[list([0.0])
  list([0.0, 41.64464389479852, 513.50447909088, 1438.8579150940004])
  list([0.0, 27.211258711150947, 36.461663079750764, 38.9220857069717, 46.4632540423751, 64.68405959178861, 177.62668498429352])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
107,"[[list([0.0]) list([0.0, 8.285958367343605]) list([0.0, 171.0692231681635])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
108,"[[list([0.0])
  list([0.0, 4.593643176180931, 4.67918212138573, 5.999098760999895, 344.51856056108204])
  list([0.0, 154.9702493862727, 342.92514619677473, 485.238061865977, 502.7309155384069, 509.3240683163519])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])
  list([0.0])]]"
109,"[[list([0.0]) list([0.0, 40.936044920217896])
  list([0.0, 149.51962238908692, 178.86861175928917]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
110,"[[list([0.0]) list([0.0, 8.425607483192492])
  list([0.0, 179.4793199795503, 189.37391581099664]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
111,"[[list([0.0]) list([0.0, 16.104667212060455])
  list([0.0, 127.96371990779319, 159.87042434633148]) list([0.0])
  list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0]) list([0.0])]]"
